-100000   0.000222078
-99799.8   2.15151e-05
-99599.6   2.7192e-05
-99399.4   0.00019113
-99199.2   0.000427635
-98999   0.000642973
-98798.8   0.000763554
-98598.6   0.000754917
-98398.4   0.000627178
-98198.2   0.000426799
-97998   0.000218478
-97797.8   6.34057e-05
-97597.6   6.79484e-07
-97397.4   3.71335e-05
-97197.2   0.000147963
-96997   0.000287088
-96796.8   0.00040335
-96596.6   0.000457129
-96396.4   0.000432176
-96196.2   0.00033927
-95996   0.000211019
-95795.8   8.99633e-05
-95595.6   1.41059e-05
-95395.4   4.65007e-06
-95195.2   5.97878e-05
-94995   0.000156303
-94794.8   0.000258163
-94594.6   0.000329042
-94394.4   0.000344526
-94194.2   0.000299978
-93994   0.000211556
-93793.8   0.000110209
-93593.6   3.079e-05
-93393.4   2.11083e-08
-93193.2   2.74096e-05
-92993   0.000102148
-92792.8   0.000197026
-92592.6   0.000277983
-92392.4   0.000316034
-92192.2   0.000297453
-91992   0.000228695
-91791.8   0.000134295
-91591.6   4.83821e-05
-91391.4   2.68027e-06
-91191.2   1.51194e-05
-90991   8.30867e-05
-90790.8   0.000183816
-90590.6   0.000281994
-90390.4   0.000342137
-90190.2   0.000341503
-89990   0.000278964
-89789.8   0.000176474
-89589.6   7.22399e-05
-89389.4   7.58718e-06
-89189.2   1.18962e-05
-88989   9.09131e-05
-88788.8   0.000222902
-88588.6   0.000364611
-88388.4   0.000465665
-88188.2   0.000486886
-87988   0.000416234
-87787.8   0.000276363
-87587.6   0.000120185
-87387.4   1.47259e-05
-87187.2   1.77515e-05
-86987   0.000154688
-86786.8   0.000404172
-86586.6   0.000698625
-86386.4   0.000941932
-86186.2   0.00104084
-85986   0.000941639
-85785.8   0.000660971
-85585.6   0.000299781
-85385.4   3.35139e-05
-85185.2   7.78483e-05
-84985   0.000636513
-84784.8   0.00184366
-84584.6   0.00371602
-84384.4   0.00612877
-84184.2   0.00882364
-83984   0.0114497
-83783.8   0.0136288
-83583.6   0.0150309
-83383.4   0.0154417
-83183.2   0.0148058
-82983   0.0132359
-82782.8   0.0109864
-82582.6   0.0083976
-82382.4   0.0058259
-82182.2   0.00357558
-81982   0.00184826
-81781.8   0.000719918
-81581.6   0.000147785
-81381.4   1.97628e-06
-81181.2   0.000111087
-80981   0.000308742
-80780.8   0.000469592
-80580.6   0.000527582
-80380.4   0.00047513
-80180.2   0.000347135
-79980   0.000197307
-79779.8   7.50628e-05
-79579.6   9.63393e-06
-79379.4   4.57892e-06
-79179.2   4.2166e-05
-78979   9.40818e-05
-78778.8   0.000133581
-78578.6   0.000144641
-78378.4   0.000125524
-78178.2   8.65376e-05
-77978   4.38579e-05
-77777.8   1.23418e-05
-77577.6   1.30379e-07
-77377.4   6.7207e-06
-77177.2   2.46391e-05
-76977   4.34869e-05
-76776.8   5.44361e-05
-76576.6   5.33818e-05
-76376.4   4.17479e-05
-76176.2   2.5002e-05
-75976   9.81642e-06
-75775.8   1.20542e-06
-75575.6   7.79923e-07
-75375.4   6.64704e-06
-75175.2   1.47434e-05
-74975   2.08407e-05
-74774.8   2.22987e-05
-74574.6   1.88806e-05
-74374.4   1.24371e-05
-74174.2   5.76864e-06
-73974   1.27773e-06
-73773.8   2.20568e-08
-73573.6   1.51155e-06
-73373.4   4.21522e-06
-73173.2   6.43305e-06
-72973   7.0785e-06
-72772.8   6.03079e-06
-72572.6   3.97156e-06
-72372.4   1.87947e-06
-72172.2   4.92666e-07
-71972   1.28228e-08
-71771.8   1.53666e-07
-71571.6   4.3721e-07
-71371.4   5.21128e-07
-71171.2   3.587e-07
-70971   1.25425e-07
-70770.8   6.44198e-09
-70570.6   2.58891e-08
-70370.4   5.85352e-08
-70170.2   2.02701e-08
-69970   8.05577e-08
-69769.8   6.85708e-07
-69569.6   2.28383e-06
-69369.4   4.86127e-06
-69169.2   7.60835e-06
-68969   9.07579e-06
-68768.8   7.97608e-06
-68568.6   4.37792e-06
-68368.4   6.3355e-07
-68168.2   1.23522e-06
-67968   1.11132e-05
-67767.8   3.26583e-05
-67567.6   6.27034e-05
-67367.4   9.13625e-05
-67167.2   0.000104523
-66967   9.06788e-05
-66766.8   5.08654e-05
-66566.6   8.37935e-06
-66366.4   1.36528e-05
-66166.2   0.000139981
-65966   0.000468108
-65765.8   0.00106156
-65565.6   0.00193881
-65365.4   0.00305144
-65165.2   0.00427738
-64965   0.00543535
-64764.8   0.00632021
-64564.6   0.00675187
-64364.4   0.00662437
-64164.2   0.00594003
-63964   0.00481647
-63763.8   0.00346178
-63563.6   0.0021235
-63363.4   0.00102561
-63163.2   0.000312433
-62963   1.70177e-05
-62762.8   6.34365e-05
-62562.6   0.000301562
-62362.4   0.000561804
-62162.2   0.000710795
-61962   0.000689196
-61761.8   0.000519851
-61561.6   0.000285663
-61361.4   8.77594e-05
-61161.2   1.3293e-06
-60961   4.64662e-05
-60760.8   0.000184484
-60560.6   0.000339408
